"xcut","id","experiment","site","year","field.year","timing.1cut","follow.cut","env","age","block","plot","trt.num","trt.code","treatment","date","gdd","precip","water","yield","yield.Mg","dry.matter","protein","ADF","NDF","NDFD48"
3,51,"FIG18","R100",2018,"first","boot","october","R100.2018",2,1,103,3,"b3","BO",2018-11-01,237.5,95.25,34.39,337.47,0.33747,94.4,5.06,42.82,74.21,42.85
1,52,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,1,104,5,"a2","AS",2018-06-25,1169.17,433.832,70.76,3742.92,3.74292,95.18,5.13,46.99,78.25,45.09
2,52,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,1,104,5,"a2","AS",2018-09-27,1953.33,389.89,73.49,1014.09,1.01409,93.78,9.85,37.68,69.11,42.05
3,52,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,1,104,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,53,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,1,105,4,"a1","AN",2018-06-25,1169.17,433.832,69.1,3532.01,3.53201,95.18,5.13,46.99,78.25,45.09
2,53,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,53,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,54,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,1,106,6,"a3","AO",2018-06-25,1169.17,433.832,68.58,2506.07,2.50607,95.18,5.13,46.99,78.25,45.09
2,54,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,1,106,6,"a3","AO",2018-09-27,1953.33,389.89,65.99,982.5,0.9825,93.78,9.85,37.68,69.11,42.05
3,54,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,1,106,6,"a3","AO",2018-11-01,237.5,95.25,34.56,434.59,0.43459,93.38,6.01,43.68,74.81,37.54
1,55,"FIG18","R100",2018,"first","grain","october","R100.2018",2,1,107,12,NA,"GO",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,55,"FIG18","R100",2018,"first","grain","october","R100.2018",2,1,107,12,NA,"GO",2018-09-27,1004.72,208.28,85.51,318.34,0.31834,93.66,13.63,31.25,59.66,59.52
3,55,"FIG18","R100",2018,"first","grain","october","R100.2018",2,1,107,12,NA,"GO",2018-11-01,237.5,95.25,54.95,368.14,0.36814,93.79,7.9,37.56,67.49,36.75
1,56,"FIG18","R100",2018,"first","grain","september","R100.2018",2,1,108,11,NA,"GS",2018-08-07,2117.78,615.442,NA,NA,NA,93.83,3.56,43.18,72.08,37.76
2,56,"FIG18","R100",2018,"first","grain","september","R100.2018",2,1,108,11,NA,"GS",2018-09-27,1004.72,208.28,78.79,224.37,0.22437,93.66,13.63,31.25,59.66,59.52
3,56,"FIG18","R100",2018,"first","grain","september","R100.2018",2,1,108,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,57,"FIG18","R100",2018,"first","grain","none","R100.2018",2,1,109,10,NA,"GN",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,57,"FIG18","R100",2018,"first","grain","none","R100.2018",2,1,109,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,57,"FIG18","R100",2018,"first","grain","none","R100.2018",2,1,109,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,58,"FIG18","R100",2018,"first","dough","none","R100.2018",2,1,110,7,"d1","DN",2018-07-18,1708.89,546.608,59.52,4519.64,4.51964,94.14,4.76,42.95,71.67,32.93
2,58,"FIG18","R100",2018,"first","dough","none","R100.2018",2,1,110,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,58,"FIG18","R100",2018,"first","dough","none","R100.2018",2,1,110,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,59,"FIG18","R100",2018,"first","dough","october","R100.2018",2,1,111,9,"d3","DO",2018-07-18,1708.89,546.608,54.37,5013.24,5.01324,94.14,4.76,42.95,71.67,32.93
2,59,"FIG18","R100",2018,"first","dough","october","R100.2018",2,1,111,9,"d3","DO",2018-09-27,1413.61,277.11,71.31,1085.91,1.08591,94.43,11.87,34.86,66.58,48.98
3,59,"FIG18","R100",2018,"first","dough","october","R100.2018",2,1,111,9,"d3","DO",2018-11-01,237.5,95.25,51.74,439.11,0.43911,94.28,6.22,39.88,71.66,32.69
1,60,"FIG18","R100",2018,"first","dough","september","R100.2018",2,1,112,8,"d2","DS",2018-07-18,1708.89,546.608,54,4018.91,4.01891,94.14,4.76,42.95,71.67,32.93
2,60,"FIG18","R100",2018,"first","dough","september","R100.2018",2,1,112,8,"d2","DS",2018-09-27,1413.61,277.11,72.24,628.06,0.62806,94.43,11.87,34.86,66.58,48.98
3,60,"FIG18","R100",2018,"first","dough","september","R100.2018",2,1,112,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,61,"FIG18","R100",2018,"first","grain","none","R100.2018",2,2,201,10,NA,"GN",2018-08-07,2117.78,615.442,NA,NA,NA,94.35,3.94,48.16,79.23,32.21
2,61,"FIG18","R100",2018,"first","grain","none","R100.2018",2,2,201,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,61,"FIG18","R100",2018,"first","grain","none","R100.2018",2,2,201,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,62,"FIG18","R100",2018,"first","grain","september","R100.2018",2,2,202,11,NA,"GS",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,62,"FIG18","R100",2018,"first","grain","september","R100.2018",2,2,202,11,NA,"GS",2018-09-27,1004.72,208.28,76.16,263.86,0.26386,93.27,13,32.88,60.55,52.47
3,62,"FIG18","R100",2018,"first","grain","september","R100.2018",2,2,202,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,63,"FIG18","R100",2018,"first","grain","october","R100.2018",2,2,203,12,NA,"GO",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,63,"FIG18","R100",2018,"first","grain","october","R100.2018",2,2,203,12,NA,"GO",2018-09-27,1004.72,208.28,79.5,238.55,0.23855,93.27,13,32.88,60.55,52.47
3,63,"FIG18","R100",2018,"first","grain","october","R100.2018",2,2,203,12,NA,"GO",2018-11-01,237.5,95.25,49.32,258.2,0.2582,94.02,5.25,42.91,73.02,28.44
1,64,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,2,204,4,"a1","AN",2018-06-25,1169.17,433.832,71.24,4799.74,4.79974,94.87,6.24,45.51,76.44,50.3
2,64,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,64,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,65,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,2,205,5,"a2","AS",2018-06-25,1169.17,433.832,71.75,3485.74,3.48574,94.87,6.24,45.51,76.44,50.3
2,65,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,2,205,5,"a2","AS",2018-09-27,1953.33,389.89,65.65,1274.91,1.27491,94.64,9.77,36.58,70.37,47.38
3,65,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,2,205,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,66,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,2,206,6,"a3","AO",2018-06-25,1169.17,433.832,71.28,2352.5,2.3525,94.87,6.24,45.51,76.44,50.3
2,66,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,2,206,6,"a3","AO",2018-09-27,1953.33,389.89,57.38,1234.91,1.23491,94.12,6.46,41.71,74.94,37
3,66,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,2,206,6,"a3","AO",2018-11-01,237.5,95.25,33.41,676.36,0.67636,94.77,3.35,48.86,81.67,27.82
1,67,"FIG18","R100",2018,"first","boot","october","R100.2018",2,2,207,3,"b3","BO",2018-06-07,784.17,267.97,80.76,2741.61,2.74161,93.88,11.75,38.11,64.94,56.01
2,67,"FIG18","R100",2018,"first","boot","october","R100.2018",2,2,207,3,"b3","BO",2018-09-27,2338.33,555.75,56.07,2152.44,2.15244,94.12,6.46,41.71,74.94,37
3,67,"FIG18","R100",2018,"first","boot","october","R100.2018",2,2,207,3,"b3","BO",2018-11-01,237.5,95.25,47.05,288.71,0.28871,94.28,4.96,43.52,74.84,33.28
1,68,"FIG18","R100",2018,"first","boot","september","R100.2018",2,2,208,2,"b2","BS",2018-06-07,784.17,267.97,80.65,1630.2,1.6302,93.88,11.75,38.11,64.94,56.01
2,68,"FIG18","R100",2018,"first","boot","september","R100.2018",2,2,208,2,"b2","BS",2018-09-27,2338.33,555.75,54.37,1604.3,1.6043,94.12,6.46,41.71,74.94,37
3,68,"FIG18","R100",2018,"first","boot","september","R100.2018",2,2,208,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,69,"FIG18","R100",2018,"first","boot","none","R100.2018",2,2,209,1,"b1","BN",2018-06-07,784.17,267.97,80.9,2927.25,2.92725,93.88,11.75,38.11,64.94,56.01
2,69,"FIG18","R100",2018,"first","boot","none","R100.2018",2,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,69,"FIG18","R100",2018,"first","boot","none","R100.2018",2,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,70,"FIG18","R100",2018,"first","dough","september","R100.2018",2,2,210,8,"d2","DS",2018-07-18,1708.89,546.608,57.86,5191.84,5.19184,93.96,5.13,42.31,69.83,39.49
2,70,"FIG18","R100",2018,"first","dough","september","R100.2018",2,2,210,8,"d2","DS",2018-09-27,1413.61,277.11,70.11,817.29,0.81729,93.57,9.65,36.89,67.28,40.6
3,70,"FIG18","R100",2018,"first","dough","september","R100.2018",2,2,210,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,71,"FIG18","R100",2018,"first","dough","none","R100.2018",2,2,211,7,"d1","DN",2018-07-18,1708.89,546.608,56.85,3759.31,3.75931,93.96,5.13,42.31,69.83,39.49
2,71,"FIG18","R100",2018,"first","dough","none","R100.2018",2,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,71,"FIG18","R100",2018,"first","dough","none","R100.2018",2,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,72,"FIG18","R100",2018,"first","dough","october","R100.2018",2,2,212,9,"d3","DO",2018-07-18,1708.89,546.608,54.46,3600.52,3.60052,93.96,5.13,42.31,69.83,39.49
2,72,"FIG18","R100",2018,"first","dough","october","R100.2018",2,2,212,9,"d3","DO",2018-09-27,1413.61,277.11,77.03,383.16,0.38316,93.57,9.65,36.89,67.28,40.6
3,72,"FIG18","R100",2018,"first","dough","october","R100.2018",2,2,212,9,"d3","DO",2018-11-01,237.5,95.25,43.19,346.76,0.34676,94.62,6.46,41.57,72.55,38.78
1,73,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,3,301,6,"a3","AO",2018-06-25,1169.17,433.832,71.68,3798.91,3.79891,94.15,7.03,44.74,74.35,45.47
2,73,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,3,301,6,"a3","AO",2018-09-27,1953.33,389.89,72.64,1242.29,1.24229,93.99,6.5,41.77,74.7,33.2
3,73,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,3,301,6,"a3","AO",2018-11-01,237.5,95.25,47.19,340.41,0.34041,94.32,6.5,41.57,72.36,33.13
1,74,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,3,302,5,"a2","AS",2018-06-25,1169.17,433.832,67.96,3422.52,3.42252,94.15,7.03,44.74,74.35,45.47
2,74,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,3,302,5,"a2","AS",2018-09-27,1953.33,389.89,66.24,1032.93,1.03293,94.62,6.5,41.77,74.7,33.2
3,74,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,3,302,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,75,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,3,303,4,"a1","AN",2018-06-25,1169.17,433.832,68.99,3193.3,3.1933,94.15,7.03,44.74,74.35,45.47
2,75,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,75,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,76,"FIG18","R100",2018,"first","grain","none","R100.2018",2,3,304,10,NA,"GN",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,76,"FIG18","R100",2018,"first","grain","none","R100.2018",2,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,76,"FIG18","R100",2018,"first","grain","none","R100.2018",2,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,77,"FIG18","R100",2018,"first","grain","september","R100.2018",2,3,305,11,NA,"GS",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,77,"FIG18","R100",2018,"first","grain","september","R100.2018",2,3,305,11,NA,"GS",2018-09-27,1004.72,208.28,70,329.61,0.32961,94.13,11.05,35.59,65.44,49.63
3,77,"FIG18","R100",2018,"first","grain","september","R100.2018",2,3,305,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,78,"FIG18","R100",2018,"first","grain","october","R100.2018",2,3,306,12,NA,"GO",2018-08-07,2117.78,615.442,NA,NA,NA,93.82,3.92,45.5,74.96,30.65
2,78,"FIG18","R100",2018,"first","grain","october","R100.2018",2,3,306,12,NA,"GO",2018-09-27,1004.72,208.28,75.42,330.04,0.33004,94.13,11.05,35.59,65.44,49.63
3,78,"FIG18","R100",2018,"first","grain","october","R100.2018",2,3,306,12,NA,"GO",2018-11-01,237.5,95.25,48.07,501.2,0.5012,94.34,7.28,39.78,70.04,35.1
1,79,"FIG18","R100",2018,"first","boot","september","R100.2018",2,3,307,2,"b2","BS",2018-06-07,784.17,267.97,80.62,3328.73,3.32873,94.06,10.74,38.45,65.4,55.86
2,79,"FIG18","R100",2018,"first","boot","september","R100.2018",2,3,307,2,"b2","BS",2018-09-27,2338.33,555.75,68.11,1461.14,1.46114,94.42,8.44,38.92,71.59,39.22
3,79,"FIG18","R100",2018,"first","boot","september","R100.2018",2,3,307,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,80,"FIG18","R100",2018,"first","boot","october","R100.2018",2,3,308,3,"b3","BO",2018-06-07,784.17,267.97,80.38,2179.22,2.17922,94.06,10.74,38.45,65.4,55.86
2,80,"FIG18","R100",2018,"first","boot","october","R100.2018",2,3,308,3,"b3","BO",2018-09-27,2338.33,555.75,60.91,1711.41,1.71141,94.42,8.44,38.92,71.59,39.22
3,80,"FIG18","R100",2018,"first","boot","october","R100.2018",2,3,308,3,"b3","BO",2018-11-01,237.5,95.25,46.51,612.97,0.61297,94.75,5,41.92,73.15,36.35
1,81,"FIG18","R100",2018,"first","boot","none","R100.2018",2,3,309,1,"b1","BN",2018-06-07,784.17,267.97,79.21,2101.94,2.10194,94.06,10.74,38.45,65.4,55.86
2,81,"FIG18","R100",2018,"first","boot","none","R100.2018",2,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,81,"FIG18","R100",2018,"first","boot","none","R100.2018",2,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,82,"FIG18","R100",2018,"first","dough","none","R100.2018",2,3,310,7,"d1","DN",2018-07-18,1708.89,546.608,55.09,6158.6,6.1586,93.84,4.45,41.91,70.28,36.44
2,82,"FIG18","R100",2018,"first","dough","none","R100.2018",2,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,82,"FIG18","R100",2018,"first","dough","none","R100.2018",2,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,83,"FIG18","R100",2018,"first","dough","october","R100.2018",2,3,311,9,"d3","DO",2018-07-18,1708.89,546.608,55.52,5215,5.215,93.84,4.45,41.91,70.28,36.44
2,83,"FIG18","R100",2018,"first","dough","october","R100.2018",2,3,311,9,"d3","DO",2018-09-27,1413.61,277.11,74.73,742.51,0.74251,93.76,11,36.66,66.99,44.08
3,83,"FIG18","R100",2018,"first","dough","october","R100.2018",2,3,311,9,"d3","DO",2018-11-01,237.5,95.25,41.36,496.34,0.49634,94.35,8.08,42.08,73.74,46.78
1,84,"FIG18","R100",2018,"first","dough","september","R100.2018",2,3,312,8,"d2","DS",2018-07-18,1708.89,546.608,53.14,5244.27,5.24427,93.84,4.45,41.91,70.28,36.44
2,84,"FIG18","R100",2018,"first","dough","september","R100.2018",2,3,312,8,"d2","DS",2018-09-27,1413.61,277.11,73.36,823.81,0.82381,93.76,11,36.66,66.99,44.08
3,84,"FIG18","R100",2018,"first","dough","september","R100.2018",2,3,312,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,85,"FIG18","R100",2018,"first","dough","october","R100.2018",2,4,401,9,"d3","DO",2018-07-18,1708.89,546.608,60,5330.15,5.33015,94.19,10.1,36.97,68.31,46.82
2,85,"FIG18","R100",2018,"first","dough","october","R100.2018",2,4,401,9,"d3","DO",2018-09-27,1413.61,277.11,73.2,1181.94,1.18194,93.4,10.1,36.97,68.31,46.82
3,85,"FIG18","R100",2018,"first","dough","october","R100.2018",2,4,401,9,"d3","DO",2018-11-01,237.5,95.25,52.05,426.91,0.42691,94.93,6.77,40.71,72.77,40.25
1,86,"FIG18","R100",2018,"first","dough","september","R100.2018",2,4,402,8,"d2","DS",2018-07-18,1708.89,546.608,55.16,5486.57,5.48657,94.19,10.1,36.97,68.31,46.82
2,86,"FIG18","R100",2018,"first","dough","september","R100.2018",2,4,402,8,"d2","DS",2018-09-27,1413.61,277.11,68.33,1051.49,1.05149,93.4,10.1,36.97,68.31,46.82
3,86,"FIG18","R100",2018,"first","dough","september","R100.2018",2,4,402,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,87,"FIG18","R100",2018,"first","dough","none","R100.2018",2,4,403,7,"d1","DN",2018-07-18,1708.89,546.608,54.8,5501.53,5.50153,94.19,10.1,36.97,68.31,46.82
2,87,"FIG18","R100",2018,"first","dough","none","R100.2018",2,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,87,"FIG18","R100",2018,"first","dough","none","R100.2018",2,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,88,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,4,404,4,"a1","AN",2018-06-25,1169.17,433.832,70.62,4482.05,4.48205,94.53,7.76,44.42,73.68,49.71
2,88,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,88,"FIG18","R100",2018,"first","anthesis","none","R100.2018",2,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,89,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,4,405,6,"a3","AO",2018-06-25,1169.17,433.832,71.97,3863.05,3.86305,94.53,7.76,44.42,73.68,49.71
2,89,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,4,405,6,"a3","AO",2018-09-27,1953.33,389.89,60.67,1232.24,1.23224,93.85,9.96,36.62,68.55,41.11
3,89,"FIG18","R100",2018,"first","anthesis","october","R100.2018",2,4,405,6,"a3","AO",2018-11-01,237.5,95.25,39.24,685.4,0.6854,95.39,4.09,44.92,77.81,36.83
1,90,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,4,406,5,"a2","AS",2018-06-25,1169.17,433.832,67.33,4548.18,4.54818,94.53,7.76,44.42,73.68,49.71
2,90,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,4,406,5,"a2","AS",2018-09-27,1953.33,389.89,46.92,1377.97,1.37797,93.85,9.96,36.62,68.55,41.11
3,90,"FIG18","R100",2018,"first","anthesis","september","R100.2018",2,4,406,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,91,"FIG18","R100",2018,"first","boot","none","R100.2018",2,4,407,1,"b1","BN",2018-06-07,784.17,267.97,77.29,3268.38,3.26838,94.33,10.71,39.05,67.45,59.51
2,91,"FIG18","R100",2018,"first","boot","none","R100.2018",2,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,91,"FIG18","R100",2018,"first","boot","none","R100.2018",2,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,92,"FIG18","R100",2018,"first","boot","september","R100.2018",2,4,408,2,"b2","BS",2018-06-07,784.17,267.97,80.28,2670.29,2.67029,94.33,10.71,39.05,67.45,59.51
2,92,"FIG18","R100",2018,"first","boot","september","R100.2018",2,4,408,2,"b2","BS",2018-09-27,2338.33,555.75,61.13,1357.09,1.35709,93.75,7.2,39.37,72.37,40.9
3,92,"FIG18","R100",2018,"first","boot","september","R100.2018",2,4,408,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,93,"FIG18","R100",2018,"first","boot","october","R100.2018",2,4,409,3,"b3","BO",2018-06-07,784.17,267.97,80.32,2363.44,2.36344,94.33,10.71,39.05,67.45,59.51
2,93,"FIG18","R100",2018,"first","boot","october","R100.2018",2,4,409,3,"b3","BO",2018-09-27,2338.33,555.75,54.54,1705.74,1.70574,93.75,7.2,39.37,72.37,40.9
3,93,"FIG18","R100",2018,"first","boot","october","R100.2018",2,4,409,3,"b3","BO",2018-11-01,237.5,95.25,41.77,586.7,0.5867,94.85,5.25,39.89,72.26,37.75
1,94,"FIG18","R100",2018,"first","grain","none","R100.2018",2,4,410,10,NA,"GN",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,94,"FIG18","R100",2018,"first","grain","none","R100.2018",2,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,94,"FIG18","R100",2018,"first","grain","none","R100.2018",2,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,95,"FIG18","R100",2018,"first","grain","october","R100.2018",2,4,411,12,NA,"GO",2018-08-07,2117.78,615.442,NA,NA,NA,94.08,2.47,46.71,76.98,27.21
2,95,"FIG18","R100",2018,"first","grain","october","R100.2018",2,4,411,12,NA,"GO",2018-09-27,1004.72,208.28,70.44,666.38,0.66638,93.83,12.6,34.12,62.9,51.18
3,95,"FIG18","R100",2018,"first","grain","october","R100.2018",2,4,411,12,NA,"GO",2018-11-01,237.5,95.25,52.63,340.79,0.34079,94.05,7.55,38.13,69.08,41.88
1,96,"FIG18","R100",2018,"first","grain","september","R100.2018",2,4,412,11,NA,"GS",2018-08-07,2117.78,615.442,NA,NA,NA,NA,NA,NA,NA,NA
2,96,"FIG18","R100",2018,"first","grain","september","R100.2018",2,4,412,11,NA,"GS",2018-09-27,1004.72,208.28,70.18,422.28,0.42228,93.83,12.6,34.12,62.9,51.18
3,96,"FIG18","R100",2018,"first","grain","september","R100.2018",2,4,412,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,97,"FIG18","R100",2019,"second","boot","september","R100.2019",3,1,101,2,"b2","BS",2019-06-10,821.94,520.192,NA,2428.25,2.42825,92.89,9.63,36.96,63.78,29.28
