"xcut","id","experiment","site","year","field.year","timing.1cut","follow.cut","env","age","block","plot","trt.num","trt.code","treatment","date","gdd","precip","water","yield","yield.Mg","dry.matter","protein","ADF","NDF","NDFD48"
2,97,"FIG18","R100",2019,"second","boot","september","R100.2019",3,1,101,2,"b2","BS",2019-09-23,2137.5,497.33,NA,1926.76,1.92676,95,5.88,42.11,74.65,44.5
3,97,"FIG18","R100",2019,"second","boot","september","R100.2019",3,1,101,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,98,"FIG18","R100",2019,"second","boot","none","R100.2019",3,1,102,1,"b1","BN",2019-06-10,821.94,520.192,NA,2841.81,2.84181,92.94,10.12,37.12,61.92,28.93
2,98,"FIG18","R100",2019,"second","boot","none","R100.2019",3,1,102,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,98,"FIG18","R100",2019,"second","boot","none","R100.2019",3,1,102,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,99,"FIG18","R100",2019,"second","boot","october","R100.2019",3,1,103,3,"b3","BO",2019-06-10,821.94,520.192,NA,1681.73,1.68173,92.35,10.27,36.21,61.88,27.15
2,99,"FIG18","R100",2019,"second","boot","october","R100.2019",3,1,103,3,"b3","BO",2019-09-23,2137.5,497.33,NA,1916.62,1.91662,94.78,2.83,42.84,76.8,52.06
3,99,"FIG18","R100",2019,"second","boot","october","R100.2019",3,1,103,3,"b3","BO",2019-10-28,328.61,150.62,NA,421.8,0.4218,96.61,3.04,42.69,78.05,49.26
1,100,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,1,104,5,"a2","AS",2019-07-05,1330.28,639.318,NA,7769.27,7.76927,94,5,47.2,77.4,45.2
2,100,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,1,104,5,"a2","AS",2019-09-23,1629.17,378.21,NA,1088.81,1.08881,95.03,11.07,36.13,68.99,34.62
3,100,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,1,104,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,101,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,1,105,4,"a1","AN",2019-07-05,1330.28,639.318,NA,7636.61,7.63661,94,4.6,49.6,79.3,48.6
2,101,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,101,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,1,105,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,102,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,1,106,6,"a3","AO",2019-07-05,1330.28,639.318,NA,3570.07,3.57007,95,3.8,46.9,80.1,47.8
2,102,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,1,106,6,"a3","AO",2019-09-23,1629.17,378.21,NA,1398.99,1.39899,96.32,5.34,45.96,81.27,46.51
3,102,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,1,106,6,"a3","AO",2019-10-28,328.61,150.62,NA,512.7,0.5127,96.15,7.73,33.8,64.8,34.47
1,103,"FIG18","R100",2019,"second","grain","october","R100.2019",3,1,107,12,NA,"GO",2019-08-16,2262.5,810.514,NA,NA,NA,94.7,2.51,54.25,86.1,57.68
2,103,"FIG18","R100",2019,"second","grain","october","R100.2019",3,1,107,12,NA,"GO",2019-09-23,696.94,207.01,NA,NA,NA,95.88,16.05,34.75,63.1,27.07
3,103,"FIG18","R100",2019,"second","grain","october","R100.2019",3,1,107,12,NA,"GO",2019-10-28,328.61,150.62,NA,NA,NA,94.81,16.05,34.75,63.1,27.07
1,104,"FIG18","R100",2019,"second","grain","september","R100.2019",3,1,108,11,NA,"GS",2019-08-16,2262.5,810.514,NA,NA,NA,95.74,2.55,54.41,87.33,57.38
2,104,"FIG18","R100",2019,"second","grain","september","R100.2019",3,1,108,11,NA,"GS",2019-09-23,696.94,207.01,NA,NA,NA,94.97,15.52,33.33,60.56,27.16
3,104,"FIG18","R100",2019,"second","grain","september","R100.2019",3,1,108,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,105,"FIG18","R100",2019,"second","grain","none","R100.2019",3,1,109,10,NA,"GN",2019-08-16,2262.5,810.514,NA,NA,NA,95.24,1.69,55.79,87.56,58.79
2,105,"FIG18","R100",2019,"second","grain","none","R100.2019",3,1,109,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,105,"FIG18","R100",2019,"second","grain","none","R100.2019",3,1,109,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,106,"FIG18","R100",2019,"second","dough","none","R100.2019",3,1,110,7,"d1","DN",2019-07-25,1791.11,767.842,NA,4728.75,4.72875,92.88,4.47,49.76,78.72,52.09
2,106,"FIG18","R100",2019,"second","dough","none","R100.2019",3,1,110,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,106,"FIG18","R100",2019,"second","dough","none","R100.2019",3,1,110,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,107,"FIG18","R100",2019,"second","dough","october","R100.2019",3,1,111,9,"d3","DO",2019-07-25,1791.11,767.842,NA,401.59,0.40159,93.43,5.05,47.06,75.99,46.03
2,107,"FIG18","R100",2019,"second","dough","october","R100.2019",3,1,111,9,"d3","DO",2019-09-23,1168.33,249.68,NA,687.65,0.68765,94.95,12.41,37.74,68.81,31.79
3,107,"FIG18","R100",2019,"second","dough","october","R100.2019",3,1,111,9,"d3","DO",2019-10-28,328.61,150.62,NA,248.33,0.24833,96.39,6.29,37.4,70.95,39.04
1,108,"FIG18","R100",2019,"second","dough","september","R100.2019",3,1,112,8,"d2","DS",2019-07-25,1791.11,767.842,NA,4681.51,4.68151,93.4,4.32,43.75,69.94,44.26
2,108,"FIG18","R100",2019,"second","dough","september","R100.2019",3,1,112,8,"d2","DS",2019-09-23,1168.33,249.68,NA,593.8,0.5938,94.3,13.36,35.62,64.6,30.65
3,108,"FIG18","R100",2019,"second","dough","september","R100.2019",3,1,112,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,109,"FIG18","R100",2019,"second","grain","none","R100.2019",3,2,201,10,NA,"GN",2019-08-16,2262.5,810.514,NA,NA,NA,94.35,1.85,53.04,84.14,57.04
2,109,"FIG18","R100",2019,"second","grain","none","R100.2019",3,2,201,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,109,"FIG18","R100",2019,"second","grain","none","R100.2019",3,2,201,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,110,"FIG18","R100",2019,"second","grain","september","R100.2019",3,2,202,11,NA,"GS",2019-08-16,2262.5,810.514,NA,NA,NA,94.81,2.99,52.29,84.9,56.69
2,110,"FIG18","R100",2019,"second","grain","september","R100.2019",3,2,202,11,NA,"GS",2019-09-23,696.94,207.01,NA,NA,NA,94.73,19.69,29.66,55.66,19.75
3,110,"FIG18","R100",2019,"second","grain","september","R100.2019",3,2,202,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,111,"FIG18","R100",2019,"second","grain","october","R100.2019",3,2,203,12,NA,"GO",2019-08-16,2262.5,810.514,NA,NA,NA,93.85,2.78,47.73,76.25,49.39
2,111,"FIG18","R100",2019,"second","grain","october","R100.2019",3,2,203,12,NA,"GO",2019-09-23,696.94,207.01,NA,NA,NA,95.88,17.9,33.29,61.1,26.19
3,111,"FIG18","R100",2019,"second","grain","october","R100.2019",3,2,203,12,NA,"GO",2019-10-28,328.61,150.62,NA,NA,NA,97.58,4.73,41.52,76.93,45.38
1,112,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,2,204,4,"a1","AN",2019-07-05,1330.28,639.318,NA,5626.14,5.62614,93,8.8,45.4,72.8,40.6
2,112,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,112,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,2,204,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,113,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,2,205,5,"a2","AS",2019-07-05,1330.28,639.318,NA,6805.06,6.80506,93,7.5,44,70.7,39.9
2,113,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,2,205,5,"a2","AS",2019-09-23,1629.17,378.21,NA,1276.03,1.27603,94.4,8.68,40.02,72.81,39.01
3,113,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,2,205,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,114,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,2,206,6,"a3","AO",2019-07-05,1330.28,639.318,NA,9567.48,9.56748,93,6.1,45.6,74.7,43.3
2,114,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,2,206,6,"a3","AO",2019-09-23,1629.17,378.21,NA,830.73,0.83073,95.25,9.48,38.22,70.87,37.07
3,114,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,2,206,6,"a3","AO",2019-10-28,328.61,150.62,NA,527.85,0.52785,96.09,5.34,39.99,70.7,41.88
1,115,"FIG18","R100",2019,"second","boot","october","R100.2019",3,2,207,3,"b3","BO",2019-06-10,821.94,520.192,NA,2716.53,2.71653,92.96,15.2,34.35,56.88,22.58
2,115,"FIG18","R100",2019,"second","boot","october","R100.2019",3,2,207,3,"b3","BO",2019-09-23,2137.5,497.33,NA,3158.26,3.15826,94.87,6.5,40.25,70.4,43.74
3,115,"FIG18","R100",2019,"second","boot","october","R100.2019",3,2,207,3,"b3","BO",2019-10-28,328.61,150.62,NA,1169.21,1.16921,95.46,5.4,32.12,64.53,36.79
1,116,"FIG18","R100",2019,"second","boot","september","R100.2019",3,2,208,2,"b2","BS",2019-06-10,821.94,520.192,NA,2778.93,2.77893,92.81,13.2,35.87,60.11,26.5
2,116,"FIG18","R100",2019,"second","boot","september","R100.2019",3,2,208,2,"b2","BS",2019-09-23,2137.5,497.33,NA,2280.5,2.2805,94.36,4.98,42.4,74.39,48.58
3,116,"FIG18","R100",2019,"second","boot","september","R100.2019",3,2,208,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,117,"FIG18","R100",2019,"second","boot","none","R100.2019",3,2,209,1,"b1","BN",2019-06-10,821.94,520.192,NA,2354.43,2.35443,92.31,11.56,37.5,62.04,30.12
2,117,"FIG18","R100",2019,"second","boot","none","R100.2019",3,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,117,"FIG18","R100",2019,"second","boot","none","R100.2019",3,2,209,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,118,"FIG18","R100",2019,"second","dough","september","R100.2019",3,2,210,8,"d2","DS",2019-07-25,1791.11,767.842,NA,4456.27,4.45627,94.2,4.54,48.65,77.38,46.56
2,118,"FIG18","R100",2019,"second","dough","september","R100.2019",3,2,210,8,"d2","DS",2019-09-23,1168.33,249.68,NA,1342.4,1.3424,94.61,11.03,40.06,71.56,37.96
3,118,"FIG18","R100",2019,"second","dough","september","R100.2019",3,2,210,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,119,"FIG18","R100",2019,"second","dough","none","R100.2019",3,2,211,7,"d1","DN",2019-07-25,1791.11,767.842,NA,3830.65,3.83065,93.48,3.31,46.05,75.66,48.96
2,119,"FIG18","R100",2019,"second","dough","none","R100.2019",3,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,119,"FIG18","R100",2019,"second","dough","none","R100.2019",3,2,211,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,120,"FIG18","R100",2019,"second","dough","october","R100.2019",3,2,212,9,"d3","DO",2019-07-25,1791.11,767.842,NA,3539.19,3.53919,93.59,4.58,42.96,70.29,42.68
2,120,"FIG18","R100",2019,"second","dough","october","R100.2019",3,2,212,9,"d3","DO",2019-09-23,1168.33,249.68,NA,466.8,0.4668,95.3,11.16,41.43,73.32,40.5
3,120,"FIG18","R100",2019,"second","dough","october","R100.2019",3,2,212,9,"d3","DO",2019-10-28,328.61,150.62,NA,1509.11,1.50911,96.63,4.31,36.46,70.89,43.94
1,121,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,3,301,6,"a3","AO",2019-07-05,1330.28,639.318,NA,6366.68,6.36668,94,7.6,44,70.8,41
2,121,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,3,301,6,"a3","AO",2019-09-23,1629.17,378.21,NA,1147.45,1.14745,94.96,10.59,36.35,66.65,32.25
3,121,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,3,301,6,"a3","AO",2019-10-28,328.61,150.62,NA,623.93,0.62393,94.8,7.23,29.35,60.93,33.9
1,122,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,3,302,5,"a2","AS",2019-07-05,1330.28,639.318,NA,5204.69,5.20469,94,6.3,46,73.5,44
2,122,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,3,302,5,"a2","AS",2019-09-23,1629.17,378.21,NA,1003.31,1.00331,95.53,7.81,42.72,74.75,42.86
3,122,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,3,302,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,123,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,3,303,4,"a1","AN",2019-07-05,1330.28,639.318,NA,5408.32,5.40832,94,5.8,47,76,44.6
2,123,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,123,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,3,303,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,124,"FIG18","R100",2019,"second","grain","none","R100.2019",3,3,304,10,NA,"GN",2019-08-16,2262.5,810.514,NA,NA,NA,95.01,3.05,52.16,84.15,55.7
2,124,"FIG18","R100",2019,"second","grain","none","R100.2019",3,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,124,"FIG18","R100",2019,"second","grain","none","R100.2019",3,3,304,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,125,"FIG18","R100",2019,"second","grain","september","R100.2019",3,3,305,11,NA,"GS",2019-08-16,2262.5,810.514,NA,NA,NA,92.85,3.11,43.3,71.6,46.48
2,125,"FIG18","R100",2019,"second","grain","september","R100.2019",3,3,305,11,NA,"GS",2019-09-23,696.94,207.01,NA,NA,NA,95.45,17.21,33.48,59.79,25.11
3,125,"FIG18","R100",2019,"second","grain","september","R100.2019",3,3,305,11,NA,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,126,"FIG18","R100",2019,"second","grain","october","R100.2019",3,3,306,12,NA,"GO",2019-08-16,2262.5,810.514,NA,NA,NA,93.74,2.87,47.39,76.6,49.1
2,126,"FIG18","R100",2019,"second","grain","october","R100.2019",3,3,306,12,NA,"GO",2019-09-23,696.94,207.01,NA,NA,NA,95.03,17.79,36.23,61.25,28
3,126,"FIG18","R100",2019,"second","grain","october","R100.2019",3,3,306,12,NA,"GO",2019-10-28,328.61,150.62,NA,NA,NA,96.99,10.1,34.48,62.29,37.16
1,127,"FIG18","R100",2019,"second","boot","september","R100.2019",3,3,307,2,"b2","BS",2019-06-10,821.94,520.192,NA,2989.45,2.98945,92.94,12.36,36.41,61.2,26.99
2,127,"FIG18","R100",2019,"second","boot","september","R100.2019",3,3,307,2,"b2","BS",2019-09-23,2137.5,497.33,NA,2619.5,2.6195,95.42,8.11,40.41,72.01,41.4
3,127,"FIG18","R100",2019,"second","boot","september","R100.2019",3,3,307,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,128,"FIG18","R100",2019,"second","boot","october","R100.2019",3,3,308,3,"b3","BO",2019-06-10,821.94,520.192,NA,2558.23,2.55823,92.73,12.08,36.06,59.98,27.17
2,128,"FIG18","R100",2019,"second","boot","october","R100.2019",3,3,308,3,"b3","BO",2019-09-23,2137.5,497.33,NA,1722.21,1.72221,94.89,8.02,41.46,72.79,42.11
3,128,"FIG18","R100",2019,"second","boot","october","R100.2019",3,3,308,3,"b3","BO",2019-10-28,328.61,150.62,NA,305.27,0.30527,94.8,8.69,32.23,58,30.68
1,129,"FIG18","R100",2019,"second","boot","none","R100.2019",3,3,309,1,"b1","BN",2019-06-10,821.94,520.192,NA,2944.68,2.94468,91.84,10.9,38.78,63.96,30.33
2,129,"FIG18","R100",2019,"second","boot","none","R100.2019",3,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,129,"FIG18","R100",2019,"second","boot","none","R100.2019",3,3,309,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,130,"FIG18","R100",2019,"second","dough","none","R100.2019",3,3,310,7,"d1","DN",2019-07-25,1791.11,767.842,NA,4830.69,4.83069,93.77,4.77,44.51,71.59,45.47
2,130,"FIG18","R100",2019,"second","dough","none","R100.2019",3,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,130,"FIG18","R100",2019,"second","dough","none","R100.2019",3,3,310,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,131,"FIG18","R100",2019,"second","dough","october","R100.2019",3,3,311,9,"d3","DO",2019-07-25,1791.11,767.842,NA,4782.7,4.7827,94.31,4.57,41.58,69.6,39.5
2,131,"FIG18","R100",2019,"second","dough","october","R100.2019",3,3,311,9,"d3","DO",2019-09-23,1168.33,249.68,NA,747.62,0.74762,95.27,11,39.18,70.74,37.12
3,131,"FIG18","R100",2019,"second","dough","october","R100.2019",3,3,311,9,"d3","DO",2019-10-28,328.61,150.62,NA,373.51,0.37351,95.87,6,33.8,69.25,37.56
1,132,"FIG18","R100",2019,"second","dough","september","R100.2019",3,3,312,8,"d2","DS",2019-07-25,1791.11,767.842,NA,4165.75,4.16575,92.75,3.97,42.63,70.43,44.62
2,132,"FIG18","R100",2019,"second","dough","september","R100.2019",3,3,312,8,"d2","DS",2019-09-23,1168.33,249.68,NA,563.13,0.56313,94.75,13.77,34.95,64.08,31.15
3,132,"FIG18","R100",2019,"second","dough","september","R100.2019",3,3,312,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,133,"FIG18","R100",2019,"second","dough","october","R100.2019",3,4,401,9,"d3","DO",2019-07-25,1791.11,767.842,NA,5307.12,5.30712,92.98,4.61,50.77,80.55,49.64
2,133,"FIG18","R100",2019,"second","dough","october","R100.2019",3,4,401,9,"d3","DO",2019-09-23,1168.33,249.68,NA,1024.38,1.02438,94.4,12.73,34.85,63.81,30.68
3,133,"FIG18","R100",2019,"second","dough","october","R100.2019",3,4,401,9,"d3","DO",2019-10-28,328.61,150.62,NA,575.28,0.57528,94.54,6.98,29.35,59.53,30.71
1,134,"FIG18","R100",2019,"second","dough","september","R100.2019",3,4,402,8,"d2","DS",2019-07-25,1791.11,767.842,NA,4570.53,4.57053,93.64,5.27,46.44,73.89,44.51
2,134,"FIG18","R100",2019,"second","dough","september","R100.2019",3,4,402,8,"d2","DS",2019-09-23,1168.33,249.68,NA,725.56,0.72556,94.97,12.47,37.6,67.45,32.61
3,134,"FIG18","R100",2019,"second","dough","september","R100.2019",3,4,402,8,"d2","DS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,135,"FIG18","R100",2019,"second","dough","none","R100.2019",3,4,403,7,"d1","DN",2019-07-25,1791.11,767.842,NA,4559.01,4.55901,91.79,4.97,43.25,71.02,46.87
2,135,"FIG18","R100",2019,"second","dough","none","R100.2019",3,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,135,"FIG18","R100",2019,"second","dough","none","R100.2019",3,4,403,7,"d1","DN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,136,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,4,404,4,"a1","AN",2019-07-05,1330.28,639.318,NA,7387.86,7.38786,93,6.8,42.3,69.6,41.1
2,136,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,136,"FIG18","R100",2019,"second","anthesis","none","R100.2019",3,4,404,4,"a1","AN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,137,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,4,405,6,"a3","AO",2019-07-05,1330.28,639.318,NA,8722.54,8.72254,93,6.9,43.8,70,40.8
2,137,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,4,405,6,"a3","AO",2019-09-23,1629.17,378.21,NA,870.7,0.8707,95.07,9.81,41.37,72.59,41.71
3,137,"FIG18","R100",2019,"second","anthesis","october","R100.2019",3,4,405,6,"a3","AO",2019-10-28,328.61,150.62,NA,792.21,0.79221,95.41,6.49,32.56,65.35,34.66
1,138,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,4,406,5,"a2","AS",2019-07-05,1330.28,639.318,NA,11036.63,11.03663,93,5.9,46.3,74.3,46.2
2,138,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,4,406,5,"a2","AS",2019-09-23,1629.17,378.21,NA,942.2,0.9422,95.38,10.47,38.19,70.89,36.22
3,138,"FIG18","R100",2019,"second","anthesis","september","R100.2019",3,4,406,5,"a2","AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,139,"FIG18","R100",2019,"second","boot","none","R100.2019",3,4,407,1,"b1","BN",2019-06-10,821.94,520.192,NA,3603.45,3.60345,92.31,12.5,37.18,60.88,27.54
2,139,"FIG18","R100",2019,"second","boot","none","R100.2019",3,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,139,"FIG18","R100",2019,"second","boot","none","R100.2019",3,4,407,1,"b1","BN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,140,"FIG18","R100",2019,"second","boot","september","R100.2019",3,4,408,2,"b2","BS",2019-06-10,821.94,520.192,NA,3057.14,3.05714,92.49,11.53,36.87,62.51,28.45
2,140,"FIG18","R100",2019,"second","boot","september","R100.2019",3,4,408,2,"b2","BS",2019-09-23,2137.5,497.33,NA,1615.79,1.61579,94.14,6.25,40.54,72.18,44.29
3,140,"FIG18","R100",2019,"second","boot","september","R100.2019",3,4,408,2,"b2","BS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,141,"FIG18","R100",2019,"second","boot","october","R100.2019",3,4,409,3,"b3","BO",2019-06-10,821.94,520.192,NA,2993.59,2.99359,92.47,11.37,37.05,61.28,29.14
2,141,"FIG18","R100",2019,"second","boot","october","R100.2019",3,4,409,3,"b3","BO",2019-09-23,2137.5,497.33,NA,2003.9,2.0039,95.17,6.55,39.16,70.62,45.71
3,141,"FIG18","R100",2019,"second","boot","october","R100.2019",3,4,409,3,"b3","BO",2019-10-28,328.61,150.62,NA,289.85,0.28985,96.86,4.72,37.64,68.98,42.36
1,142,"FIG18","R100",2019,"second","grain","none","R100.2019",3,4,410,10,NA,"GN",2019-08-16,2262.5,810.514,NA,NA,NA,94.95,2.26,53.7,82.48,58.04
2,142,"FIG18","R100",2019,"second","grain","none","R100.2019",3,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,142,"FIG18","R100",2019,"second","grain","none","R100.2019",3,4,410,10,NA,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,143,"FIG18","R100",2019,"second","grain","october","R100.2019",3,4,411,12,NA,"GO",2019-08-16,2262.5,810.514,NA,NA,NA,94.34,2.14,52.06,82.94,55.91
