"id","experiment","site","year","field.year","timing.1cut","follow.cut","env","age","block","plot","trt.code","treatment","date.1cut","date.2cut","date.3cut","gdd.1cut","precip.1cut","water.1cut","yield.1cut","dry.matter.1cut","protein.1cut","ADF.1cut","NDF.1cut","NDFD48.1cut","gdd.2cut","precip.2cut","water.2cut","yield.2cut","dry.matter.2cut","protein.2cut","ADF.2cut","NDF.2cut","NDFD48.2cut","gdd.3cut","precip.3cut","water.3cut","yield.3cut","dry.matter.3cut","protein.3cut","ADF.3cut","NDF.3cut","NDFD48.3cut","gdd.extra","precip.extra","end.of.year"
175,"FIG17","R70",2017,"first","boot","september","R70.2017",2,3,307,2,"BS",2017-06-08,2017-09-15,NA,969.72,436.372,44.4,4261.25,93.83,5.95,38.73,68.32,61.23,1991.39,376.94,53.43,146.2,97.32,6.29,33.61,68.75,75.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
176,"FIG17","R70",2017,"first","boot","october","R70.2017",2,3,308,3,"BO",2017-06-08,2017-09-15,2017-11-01,969.72,436.372,46.74,1316.04,94.16,7.36,37.09,65.6,72.53,1991.39,376.94,67.24,276.49,96.84,7.78,37.46,73.92,82.89,569.44,186.94,77.4,165.49,94.64,5.97,37.62,63.27,74.85,100.83,17.02,2017-12-31
177,"FIG17","R70",2017,"first","boot","none","R70.2017",2,3,309,1,"BN",2017-06-08,NA,NA,969.72,436.372,44.8,3978.31,94.39,6.96,38.93,68.72,71.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2661.67,580.9,2017-12-31
178,"FIG17","R70",2017,"first","dough","none","R70.2017",2,3,310,7,"DN",2017-07-17,NA,NA,1788.06,543.306,50.6,4829.4,95.98,2.38,36.35,70.09,64.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.33,473.96,2017-12-31
179,"FIG17","R70",2017,"first","dough","october","R70.2017",2,3,311,9,"DO",2017-07-17,2017-09-15,2017-11-01,1788.06,543.306,55.26,2468.21,95.83,4.48,35.25,67.17,65.88,1173.06,270,61.59,155.4,NA,NA,NA,NA,NA,569.44,186.94,75.35,55.16,95.32,7.72,32.2,60.39,68.22,100.83,17.02,2017-12-31
180,"FIG17","R70",2017,"first","dough","september","R70.2017",2,3,312,8,"DS",2017-07-17,2017-09-15,NA,1788.06,543.306,52.8,4763.06,96.19,3.25,35.3,67.09,68.87,1173.06,270,63.7,171.77,99.04,9.96,36.13,72.76,79.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
181,"FIG17","R70",2017,"first","dough","october","R70.2017",2,4,401,9,"DO",2017-07-17,2017-09-15,2017-11-01,1788.06,543.306,52.56,3914.43,96.93,3.07,36.57,70.91,69.76,1173.06,270,60.42,84.31,98.16,10.18,35.65,70.52,76.73,569.44,186.94,74.48,121.99,95.89,7.68,33.87,62.55,70.9,100.83,17.02,2017-12-31
182,"FIG17","R70",2017,"first","dough","september","R70.2017",2,4,402,8,"DS",2017-07-17,2017-09-15,NA,1788.06,543.306,49.87,3720.94,95.48,3.34,37.34,68.52,60.29,1173.06,270,65.76,169.97,97.21,10.4,34.54,67.43,76.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
183,"FIG17","R70",2017,"first","dough","none","R70.2017",2,4,403,7,"DN",2017-07-17,NA,NA,1788.06,543.306,51,3702.88,96.44,2.66,32.83,65.42,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843.33,473.96,2017-12-31
184,"FIG17","R70",2017,"first","anthesis","none","R70.2017",2,4,404,4,"AN",2017-06-21,NA,NA,1256.39,502.158,69.94,3443.36,95.11,7.04,40.97,70.02,63.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2375,515.11,2017-12-31
185,"FIG17","R70",2017,"first","anthesis","october","R70.2017",2,4,405,6,"AO",2017-06-21,2017-09-15,2017-11-01,1256.39,502.158,68.77,2934.54,96.07,6.97,41.91,72.94,68.5,1704.72,311.15,69.39,115.04,97.22,13.55,31.26,62.13,83.38,569.44,186.94,69.14,178.94,96.42,12.29,26.16,52.51,75.77,100.83,17.02,2017-12-31
186,"FIG17","R70",2017,"first","anthesis","september","R70.2017",2,4,406,5,"AS",2017-06-21,2017-09-15,NA,1256.39,502.158,70.22,3049.97,95.67,6.77,39.29,70.32,64.29,1704.72,311.15,66.26,144.19,97.65,11.07,31.38,63.36,83.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
187,"FIG17","R70",2017,"first","boot","none","R70.2017",2,4,407,1,"BN",2017-06-08,NA,NA,969.72,436.372,24.38,6691.69,93.82,8.95,34.98,64.2,69.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2661.67,580.9,2017-12-31
188,"FIG17","R70",2017,"first","boot","september","R70.2017",2,4,408,2,"BS",2017-06-08,2017-09-15,NA,969.72,436.372,54.4,4702.07,94.52,9.16,37.94,66.29,71.66,1991.39,376.94,65.86,186.79,97.88,14.31,31.59,62.05,82.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
189,"FIG17","R70",2017,"first","boot","october","R70.2017",2,4,409,3,"BO",2017-06-08,2017-09-15,2017-11-01,969.72,436.372,52.05,3311.38,94.01,11.21,34.11,61.31,77.17,1991.39,376.94,61.9,166.61,97.69,8.77,32.69,65.2,72.91,569.44,186.94,65.01,110.33,97.65,8.86,33.12,62.78,77.48,100.83,17.02,2017-12-31
190,"FIG17","R70",2017,"first","grain","none","R70.2017",2,4,410,10,"GN",2017-08-11,NA,NA,2316.39,706.374,51.8,1941.54,95.1,3.27,35.45,65.58,54.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1315,310.9,2017-12-31
191,"FIG17","R70",2017,"first","grain","october","R70.2017",2,4,411,12,"GO",2017-08-11,2017-09-15,2017-11-01,2316.39,706.374,51.13,2464.45,95.91,3.13,34.44,65.01,54.61,644.72,106.93,64.86,80.05,99.16,13.91,31.53,64.05,88.66,569.44,186.94,73.09,79.38,97.41,7.31,35.31,65.51,70.8,100.83,17.02,2017-12-31
192,"FIG17","R70",2017,"first","grain","september","R70.2017",2,4,412,11,"GS",2017-08-11,2017-09-15,NA,2316.39,706.374,53,2684.54,95.55,3.81,37.88,68.93,47.7,644.72,106.93,63.55,202.04,98.65,11.72,32.8,67.44,81.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,670.28,203.96,2017-12-31
193,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,1,104,5,"AS",2018-06-25,NA,NA,1169.17,433.832,69.59,1577.24,93.06,6.21,42.34,71.74,45.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
194,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,1,105,4,"AN",2018-06-25,NA,NA,1169.17,433.832,68.14,1299.97,92.74,6.14,41.07,71.4,44.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
195,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,1,106,6,"AO",2018-06-25,NA,NA,1169.17,433.832,69.18,920.33,92.41,8.18,37.99,65.1,43.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
196,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,2,204,4,"AN",2018-06-25,NA,NA,1169.17,433.832,68.18,1243.65,92.47,6.61,40.18,69.97,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
197,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,2,205,5,"AS",2018-06-25,NA,NA,1169.17,433.832,72.32,1109.88,92.66,5.61,42.19,71.86,43.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
198,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,2,206,6,"AO",2018-06-25,NA,NA,1169.17,433.832,67.23,1369.66,92.84,5.95,40.87,71.7,44.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
199,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,3,301,6,"AO",2018-06-25,NA,NA,1169.17,433.832,68.95,1448.83,92.68,5.54,40.91,69.47,40.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
200,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,3,302,5,"AS",2018-06-25,NA,NA,1169.17,433.832,70.54,1251.75,92.74,6.28,40.83,68.83,43.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
201,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,3,303,4,"AN",2018-06-25,NA,NA,1169.17,433.832,70.9,1153.77,92.93,7.11,40.73,70.07,48.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
202,"FIG17","R70",2018,"second","anthesis","none","R70.2018",3,4,404,4,"AN",2018-06-25,NA,NA,1169.17,433.832,69.39,1808.83,92.7,7.97,40.01,67.97,41.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
203,"FIG17","R70",2018,"second","anthesis","october","R70.2018",3,4,405,6,"AO",2018-06-25,NA,NA,1169.17,433.832,70.75,1800.98,92.76,7.92,40.1,67.99,41.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
204,"FIG17","R70",2018,"second","anthesis","september","R70.2018",3,4,406,5,"AS",2018-06-25,NA,NA,1169.17,433.832,71.81,2216.53,93.34,7.67,42.24,71.82,45.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2236.94,613.66,2018-12-31
205,"FIG17","R70",2018,"second","boot","september","R70.2018",3,1,101,2,"BS",2018-06-07,NA,NA,784.17,267.97,82.73,575.2,92.12,9.74,35.75,62.16,47.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
206,"FIG17","R70",2018,"second","boot","none","R70.2018",3,1,102,1,"BN",2018-06-07,NA,NA,784.17,267.97,81.91,605.12,92.3,10.24,37.1,65.75,54.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
207,"FIG17","R70",2018,"second","boot","october","R70.2018",3,1,103,3,"BO",2018-06-07,NA,NA,784.17,267.97,82.29,487.67,91.75,9.7,36.04,61.53,49.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
208,"FIG17","R70",2018,"second","boot","october","R70.2018",3,2,207,3,"BO",2018-06-07,NA,NA,784.17,267.97,80.06,525.01,92.45,9.5,35.69,64.7,54.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
209,"FIG17","R70",2018,"second","boot","september","R70.2018",3,2,208,2,"BS",2018-06-07,NA,NA,784.17,267.97,85.38,609.54,92.09,8.94,37.3,66.44,53.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
210,"FIG17","R70",2018,"second","boot","none","R70.2018",3,2,209,1,"BN",2018-06-07,NA,NA,784.17,267.97,83.43,836.28,92.27,8.66,38.81,69.2,42.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
211,"FIG17","R70",2018,"second","boot","september","R70.2018",3,3,307,2,"BS",2018-06-07,NA,NA,784.17,267.97,82.18,618.29,92.33,9.63,36.55,64.78,52.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
212,"FIG17","R70",2018,"second","boot","october","R70.2018",3,3,308,3,"BO",2018-06-07,NA,NA,784.17,267.97,81.15,372.07,91.91,11.86,33.7,59.91,50.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
213,"FIG17","R70",2018,"second","boot","none","R70.2018",3,3,309,1,"BN",2018-06-07,NA,NA,784.17,267.97,80.81,730.22,92.37,11.6,35,62.7,53.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
214,"FIG17","R70",2018,"second","boot","none","R70.2018",3,4,407,1,"BN",2018-06-07,NA,NA,784.17,267.97,78.92,1455.31,92.38,10.25,39.53,68.04,38.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
215,"FIG17","R70",2018,"second","boot","september","R70.2018",3,4,408,2,"BS",2018-06-07,NA,NA,784.17,267.97,82.06,893.71,92.45,12.78,35.91,62.32,53.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
216,"FIG17","R70",2018,"second","boot","october","R70.2018",3,4,409,3,"BO",2018-06-07,NA,NA,784.17,267.97,83.48,1028.67,92.38,10.01,36.35,63.86,54.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621.94,779.53,2018-12-31
217,"FIG17","R70",2018,"second","dough","none","R70.2018",3,1,110,7,"DN",2018-07-18,NA,NA,1708.89,546.608,46.01,1891.64,93.01,4.73,38.28,66.13,37.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
218,"FIG17","R70",2018,"second","dough","october","R70.2018",3,1,111,9,"DO",2018-07-18,NA,NA,1708.89,546.608,49.23,1341.19,93.52,4,36.32,65.36,40.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
219,"FIG17","R70",2018,"second","dough","september","R70.2018",3,1,112,8,"DS",2018-07-18,NA,NA,1708.89,546.608,49.64,1534.56,93.06,4.98,36.59,65.06,39.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
220,"FIG17","R70",2018,"second","dough","september","R70.2018",3,2,210,8,"DS",2018-07-18,NA,NA,1708.89,546.608,48.63,1434.89,93.51,4.86,37.91,66.77,43.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
221,"FIG17","R70",2018,"second","dough","none","R70.2018",3,2,211,7,"DN",2018-07-18,NA,NA,1708.89,546.608,52.05,1528.89,93.84,4.86,38.06,67.52,43.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
222,"FIG17","R70",2018,"second","dough","october","R70.2018",3,2,212,9,"DO",2018-07-18,NA,NA,1708.89,546.608,49.4,2189.09,93,4.24,38.96,67.52,35.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
223,"FIG17","R70",2018,"second","dough","none","R70.2018",3,3,310,7,"DN",2018-07-18,NA,NA,1708.89,546.608,51.16,1980.7,93.98,3.75,38,67.8,38.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
224,"FIG17","R70",2018,"second","dough","october","R70.2018",3,3,311,9,"DO",2018-07-18,NA,NA,1708.89,546.608,51.95,1546.27,93.47,5.33,38.76,67.74,40.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
225,"FIG17","R70",2018,"second","dough","september","R70.2018",3,3,312,8,"DS",2018-07-18,NA,NA,1708.89,546.608,49.53,2723.22,93.37,5.42,37.91,66.5,39.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
226,"FIG17","R70",2018,"second","dough","october","R70.2018",3,4,401,9,"DO",2018-07-18,NA,NA,1708.89,546.608,51.67,1695.75,93.84,4.41,39.27,69.63,42.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
227,"FIG17","R70",2018,"second","dough","september","R70.2018",3,4,402,8,"DS",2018-07-18,NA,NA,1708.89,546.608,51.35,2009.93,93.08,5.27,38.19,65.67,37.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
228,"FIG17","R70",2018,"second","dough","none","R70.2018",3,4,403,7,"DN",2018-07-18,NA,NA,1708.89,546.608,51.97,2093.07,93.89,5.76,38.02,66.77,44.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1697.22,500.89,2018-12-31
229,"FIG17","R70",2018,"second","grain","october","R70.2018",3,1,107,12,"GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,"FIG17","R70",2018,"second","grain","september","R70.2018",3,1,108,11,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"FIG17","R70",2018,"second","grain","none","R70.2018",3,1,109,10,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"FIG17","R70",2018,"second","grain","none","R70.2018",3,2,201,10,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,"FIG17","R70",2018,"second","grain","september","R70.2018",3,2,202,11,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,"FIG17","R70",2018,"second","grain","october","R70.2018",3,2,203,12,"GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
235,"FIG17","R70",2018,"second","grain","none","R70.2018",3,3,304,10,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,"FIG17","R70",2018,"second","grain","september","R70.2018",3,3,305,11,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,"FIG17","R70",2018,"second","grain","october","R70.2018",3,3,306,12,"GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,"FIG17","R70",2018,"second","grain","none","R70.2018",3,4,410,10,"GN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"FIG17","R70",2018,"second","grain","october","R70.2018",3,4,411,12,"GO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"FIG17","R70",2018,"second","grain","september","R70.2018",3,4,412,11,"GS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
